time(minutes),avg_commits
0,3.932345195555338
15,0.9522381856398512
30,0.7674644728783224
45,0.6733773414029047
60,0.6054494438813286
75,0.5745250007229822
90,0.5567560979325685
105,0.5247616059020551
120,0.527096769863694
135,0.5075404952522807
150,0.5134512422326012
165,0.5144572578044623
180,0.5137124711316398
195,0.4994239027966901
210,0.5063211346524251
225,0.5266847249167246
240,0.5273858523978175
255,0.5257206186187391
270,0.5361689830018653
285,0.5278256892361781
300,0.545469280016671
315,0.585803712107847
330,0.5915996539903245
345,0.5790393131373319
360,0.6091580544502019
375,0.6024735384498653
390,0.6232110498127492
405,0.6376568177144032
420,0.6595997332773094
435,0.6441275577477169
450,0.6794493916969773
465,0.6942410493688513
480,0.6830454347510524
495,0.7208487469389881
510,0.7365016872890888
525,0.7314123846364716
540,0.6435009840729041
555,0.6013529027358308
570,0.6038681948424068
585,0.6019757358710742
600,0.6055381847774874
615,0.6176436978631014
630,0.6472076894999391
645,0.5969008371899537
660,0.6295834718068019
675,0.6427725819817687
690,0.6891236083357123
705,0.6584800899274449
720,0.702269643970227
735,0.6598154528533523
750,0.7243474540008558
765,0.700083426028921
780,0.75556778939993
795,0.7992627527511248
810,0.7157888549259346
825,0.7152410674479333
840,0.6669425477619146
855,0.6538347205707491
870,0.6137848605577689
885,0.5444435011461075
900,0.5726096333572969
915,0.5253869384673462
930,0.4582755203171457
945,0.444559051057246
960,0.4673738347798136
975,0.45036131183991107
990,0.35033234013293607
1005,0.33589228770520846
1020,0.3585134806898227
1035,0.34226190476190477
1050,0.29266124936515997
1065,0.3212898212898213
1080,0.31371511704800953
1095,0.349925605302313
1110,0.31374172185430466
1125,0.3277050794990854
1140,0.34434907010014304
1155,0.36758490016032647
1170,0.41697581243507936
1185,0.38837456366671724
1200,0.3283304966733715
1215,0.3828112702660161
1230,0.38927252288421393
1245,0.37797082445500735
1260,0.39712758851035407
1275,0.4531784005468216
1290,0.41066759630468885
1305,0.433445885907233
1320,0.476950998185118
1335,0.522271714922049
1350,0.47417394606912266
1365,0.648732339849042
1380,0.5834482758620689
1395,0.4942713567839196
1410,0.6078552333950237
1425,0.6613175675675675
1440,0.6595836947094535
1455,0.7059085841694538
1470,0.672910004568296
1485,0.6611163227016885
1500,0.6244583533943188
1515,0.5806293018682399
1530,0.5190285428142213
1545,0.5062579821200511
1560,0.6683233063039498
1575,0.5580273385151434
1590,0.6048673776319388
1605,0.5408734602463606
1620,0.5602979089086222
1635,0.6156988619784067
1650,0.6118067978533095
1665,0.4726775956284153
1680,0.593643937056464
1695,0.48848217103187125
1710,0.6061093247588425
1725,0.6265533028122956
1740,0.5539182853315472
1755,0.5386986301369863
1770,0.6141759776536313
1785,0.5197438633938101
1800,0.47345454545454546
1815,0.6879169755374351
1830,0.6820415879017013
1845,0.6623981373690337
1860,0.5180483934946449
1875,0.5736434108527132
1890,0.5226988754685548
1905,0.5439864003399915
1920,0.6377952755905512
1935,0.7967698519515478
1950,0.6096207215541165
1965,0.6915754402665397
1980,0.5842259006815969
1995,0.48353293413173654
2010,0.6071246819338423
2025,0.6010443864229765
2040,0.5290948275862069
2055,0.5367074527252503
2070,0.6662837449741528
2085,0.6483126110124334
2100,0.6380778588807786
2115,0.7795128044971893
2130,0.5315139701104613
2145,0.5679676985195155
2160,0.7388579387186629
2175,0.6177105831533477
2190,0.6380458919319023
2205,0.7375287797390637
2220,0.7872509960159363
2235,1.051681706316653
2250,0.6790855207451313
2265,0.6693051890941073
2280,0.7890909090909091
2295,0.7307692307692307
2310,0.6368932038834951
2325,0.6151545363908275
2340,0.5831643002028397
2355,0.41821946169772256
2370,0.560126582278481
2385,0.45376344086021503
2400,0.45136612021857925
2415,0.48004434589800443
2430,0.5846501128668171
2445,0.5325714285714286
2460,0.5895348837209302
2475,0.48406139315230223
2490,0.4302741358760429
2505,0.3216444981862152
2520,0.29075425790754256
2535,0.45955882352941174
2550,0.273176761433869
2565,0.4157303370786517
2580,0.2916666666666667
2595,0.3594351732991014
2610,0.35797665369649806
2625,0.3984272608125819
2640,0.4384105960264901
2655,0.31989247311827956
2670,0.4905149051490515
2685,0.3045267489711934
2700,0.389196675900277
2715,0.401673640167364
2730,0.39747191011235955
2745,0.48717948717948717
2760,0.5451936872309899
2775,0.4644412191582003
2790,0.5900439238653001
2805,0.4718934911242604
2820,0.5716417910447761
2835,0.6418816388467374
2850,0.5336391437308868
2865,0.46296296296296297
2880,0.42924528301886794
2895,0.5492063492063493
2910,0.6507936507936508
2925,0.750402576489533
2940,0.495114006514658
2955,0.6131147540983607
2970,0.3793677204658902
2985,0.605
3000,0.5285234899328859
3015,0.3925549915397631
3030,0.6677966101694915
3045,0.5591766723842195
3060,0.5095652173913043
3075,0.6263157894736842
3090,0.42907801418439717
3105,0.4660714285714286
3120,0.7233273056057866
3135,0.5480943738656987
3150,0.8467153284671532
3165,0.5378927911275416
3180,0.45083487940630795
3195,0.4595103578154426
3210,0.46095238095238095
3225,0.6131528046421664
3240,0.8171206225680934
3255,0.592156862745098
3270,0.6574257425742575
3285,0.48406374501992033
3300,0.3870967741935484
3315,0.4654471544715447
3330,0.5378323108384458
3345,0.46487603305785125
3360,0.7650727650727651
3375,0.5178197064989518
3390,0.524416135881104
3405,0.6716738197424893
3420,0.5521739130434783
3435,0.4444444444444444
3450,0.45248868778280543
3465,0.37471264367816093
3480,0.5118483412322274
3495,0.6009615384615384
3510,0.4963325183374083
3525,0.41133004926108374
3540,0.7039800995024875
3555,0.366412213740458
3570,0.47435897435897434
3585,0.4895287958115183
3600,0.5740740740740741
3615,0.6317204301075269
3630,0.5741758241758241
3645,0.556786703601108
3660,0.4355300859598854
3675,0.5
3690,0.718562874251497
3705,0.6196319018404908
3720,0.4782608695652174
3735,0.5768025078369906
3750,0.3993610223642173
3765,0.7831715210355987
3780,0.521311475409836
3795,0.3488372093023256
3810,0.4831081081081081
3825,0.6508474576271186
3840,0.6517241379310345
3855,0.7789473684210526
3870,0.46830985915492956
3885,0.33687943262411346
3900,0.3010752688172043
3915,0.8327272727272728
3930,0.673992673992674
3945,0.5882352941176471
3960,0.5350553505535055
3975,0.5650557620817844
3990,0.44569288389513106
4005,0.6292134831460674
4020,0.32075471698113206
4035,0.3849056603773585
4050,0.35361216730038025
4065,0.34099616858237547
4080,0.5576923076923077
4095,0.5807692307692308
4110,0.6550387596899225
4125,0.6085271317829457
4140,0.4396887159533074
4155,0.7198443579766537
4170,0.5525291828793775
4185,0.41015625
4200,0.34509803921568627
