time(minutes),avg_commits
-52080,13.0
-52020,12.0
-51960,1.0
-51900,6.0
-51840,1.0
-51780,24.0
-51720,0.0
-51660,0.0
-51600,0.0
-51540,0.0
-51480,0.0
-51420,7.0
-51360,0.0
-51300,6.0
-51240,0.0
-51180,0.0
-51120,3.0
-51060,1.0
-51000,3.0
-50940,1.0
-50880,7.0
-50820,2.0
-50760,1.0
-50700,2.0
-50640,12.0
-50580,2.0
-50520,2.0
-50460,0.0
-50400,19.0
-50340,2.0
-50280,0.0
-50220,12.0
-50160,19.0
-50100,16.0
-50040,13.0
-49980,0.0
-49920,1.0
-49860,1.0
-49800,3.0
-49740,6.0
-49680,1.0
-49620,0.0
-49560,2.0
-49500,2.0
-49440,0.0
-49380,0.0
-49320,12.0
-49260,0.0
-49200,0.0
-49140,6.0
-49080,6.0
-49020,6.0
-48960,24.0
-48900,0.0
-48840,6.0
-48780,0.0
-48720,0.0
-48660,6.0
-48600,0.0
-48540,0.0
-48480,1.0
-48420,6.0
-48360,0.0
-48300,9.0
-48240,0.0
-48180,0.0
-48120,0.0
-48060,0.0
-48000,0.0
-47940,12.0
-47880,0.0
-47820,0.0
-47760,0.0
-47700,1.0
-47640,1.0
-47580,6.0
-47520,6.0
-47460,1.0
-47400,3.0
-47340,3.0
-47280,3.0
-47220,0.0
-47160,0.0
-47100,0.0
-47040,6.0
-46980,0.0
-46920,0.0
-46860,0.0
-46800,8.0
-46740,12.0
-46680,2.0
-46620,4.0
-46560,0.0
-46500,8.0
-46440,0.0
-46380,0.0
-46320,0.0
-46260,0.0
-46200,1.0
-46140,0.0
-46080,0.0
-46020,4.0
-45960,0.0
-45900,0.0
-45840,0.0
-45780,0.0
-45720,0.0
-45660,0.0
-45600,0.0
-45540,3.0
-45480,1.0
-45420,0.0
-45360,2.0
-45300,0.0
-45240,9.0
-45180,1.0
-45120,0.0
-45060,3.0
-45000,2.0
-44940,0.0
-44880,0.0
-44820,0.0
-44760,0.0
-44700,0.0
-44640,0.0
-44580,0.0
-44520,1.0
-44460,0.0
-44400,6.0
-44340,0.0
-44280,0.0
-44220,0.0
-44160,1.0
-44100,0.0
-44040,2.0
-43980,1.0
-43920,6.0
-43860,0.0
-43800,0.0
-43740,4.0
-43680,1.0
-43620,0.0
-43560,0.0
-43500,1.0
-43440,0.0
-43380,12.0
-43320,0.0
-43260,0.0
-43200,1.0
-43140,0.0
-43080,7.0
-43020,2.0
-42960,0.0
-42900,0.0
-42840,6.0
-42780,0.0
-42720,0.0
-42660,19.0
-42600,0.0
-42540,6.0
-42480,0.0
-42420,3.0
-42360,0.0
-42300,2.0
-42240,19.0
-42180,30.0
-42120,12.0
-42060,6.0
-42000,6.0
-41940,0.0
-41880,7.0
-41820,4.0
-41760,1.0
-41700,12.0
-41640,0.0
-41580,1.0
-41520,6.0
-41460,1.0
-41400,6.0
-41340,6.0
-41280,0.0
-41220,8.0
-41160,14.0
-41100,0.0
-41040,12.0
-40980,1.0
-40920,1.0
-40860,0.0
-40800,0.0
-40740,18.0
-40680,0.0
-40620,0.0
-40560,3.0
-40500,3.0
-40440,24.0
-40380,12.0
-40320,6.0
-40260,0.0
-40200,0.0
-40140,18.0
-40080,10.0
-40020,44.0
-39960,8.0
-39900,4.0
-39840,0.0
-39780,1.0
-39720,8.0
-39660,4.0
-39600,1.0
-39540,4.0
-39480,2.0
-39420,0.0
-39360,14.0
-39300,1.0
-39240,14.0
-39180,30.0
-39120,6.0
-39060,19.0
-39000,12.0
-38940,0.0
-38880,6.0
-38820,12.0
-38760,6.0
-38700,6.0
-38640,4.0
-38580,12.0
-38520,1.0
-38460,0.0
-38400,6.0
-38340,13.0
-38280,16.0
-38220,6.0
-38160,12.0
-38100,2.0
-38040,1.0
-37980,1.0
-37920,2.0
-37860,0.0
-37800,2.0
-37740,0.0
-37680,7.0
-37620,0.0
-37560,0.0
-37500,0.0
-37440,6.0
-37380,13.0
-37320,0.0
-37260,0.0
-37200,8.0
-37140,10.0
-37080,0.0
-37020,0.0
-36960,15.0
-36900,0.0
-36840,3.0
-36780,0.0
-36720,2.0
-36660,2.0
-36600,2.0
-36540,3.0
-36480,1.0
-36420,2.0
-36360,12.0
-36300,9.0
-36240,5.0
-36180,1.0
-36120,0.0
-36060,0.5
-36000,0.5
-35940,12.0
-35880,2.0
-35820,0.5
-35760,4.0
-35700,6.0
-35640,2.0
-35580,0.5
-35520,0.0
-35460,1.0
