user id,number of times user adopted from,number of incoming adoption edges (lib-source pairs)
23892,12,0
23894,0,12
23895,500,0
23904,207,0
23905,0,3
23935,1,0
23961,4,35
23964,6,0
23965,0,1
23973,41,0
23975,3,0
23984,0,2
23996,11,0
24005,146,29
24013,338,10
24034,10,124
24041,4,0
24046,11,1
24058,5,2
24064,138,18
24074,0,2
24086,10,111
24099,161,78
24105,0,11
24118,270,0
24121,0,6
24142,9,73
24146,50,10
24149,0,3
24156,0,13
24161,0,24
24183,11,0
24194,2,0
24198,32286,32387
24278,2,2
24280,2,172
24293,1,34
24320,23,814
24337,46,290
24358,9,7
24367,206,8
24369,905,1077
24371,18,4
24372,24,0
24379,147,58
24399,0,16
24400,29,0
24443,14,1
24445,1,11
24463,15,0
24464,0,8
24508,0,12
24562,0,2
24577,6,7
24636,257,0
24783,4,43
24784,5,28
24795,1,0
24796,1,0
24804,26,5
24811,110,34
24842,46,0
24846,6,0
24855,13,0
24877,0,3
24890,0,2
24908,2,0
24913,54,71
25021,3,2
25150,0,3
25153,55,43
25171,24,0
25175,0,22
25197,3,1
25198,0,34
25237,0,3
25285,13,256
25343,0,2
25346,0,12
25351,36,3
25360,659,288
25362,0,3
25380,32,168
25400,83,3
25404,546,603
25430,249,0
25477,0,3
25481,2,0
25510,14,210
25512,23,46
25522,49,226
25527,7,305
25537,65,3
25539,12,70
25540,6,0
25543,18,5
25545,0,37
25557,10,186
25561,267,7
25565,0,2
25573,65,0
25579,12,411
25593,0,30
25599,3,0
25645,0,1
25646,1,0
25649,13,88
25667,0,1
25668,4,2
25670,1,19
25695,1,0
25718,5,0
25746,1,0
25747,0,34
25811,21,2
25821,4,0
25826,0,2
25836,7,0
25837,8,2
25889,0,1
25897,1,1
25899,0,1
25904,3,0
25914,26,20
25915,2,3
25920,57,13
25921,18,0
25923,19,0
25939,851,196
25964,12,1
25974,398,4
25993,0,2
25996,2,8
26077,8,176
26079,92,46
26090,18,84
26110,32,109
26111,6,27
26112,68,168
26113,12,47
26117,5213,54
26128,35,78
26132,6,0
26170,0,1
26184,1,0
26206,0,1
26219,3,349
26224,18,1
26242,14,0
26256,1,0
26262,8,0
26286,5,59
26305,5,2
26330,18,26
26332,5,0
26334,32,91
26335,1,0
26338,187,6
26364,3,0
26376,0,308
26392,9,0
26402,46,0
26412,7,0
26415,0,1
26427,14,0
26432,1022,540
26440,0,1
26451,1,0
26455,2,0
26456,3,0
26479,0,1
26487,29,0
26500,0,7
26502,6,150
26532,22,0
26537,24,98
26557,1,0
26577,6,9
26581,1240,913
26584,75,0
26587,3,20
26591,0,1
26601,85,26
26614,7,5
26622,0,7
26630,27,21
26657,7,0
26667,2,0
26677,1,1
26698,14,793
26728,84,2
26731,0,1
26739,3,53
26744,10,4
26748,1,1
26777,554,180
26804,424,111
26825,0,40
26832,90,541
26849,5,0
26850,2,2
26852,3,0
26875,0,3
26891,4,536
26905,29,8
26928,7,59
26933,7,79
26955,16,132
26958,406,33
26959,10,0
26975,0,1
26978,6,0
26984,0,5
27005,3,0
27010,108,6
27013,0,16
27018,8,34
27028,1,25
27029,2,0
27072,21,9
27075,5,8
27082,22,7
27089,16,21
27187,14,2
27218,1134,1
27253,0,1
27259,6,1
27262,2,0
27270,7,0
27272,23795,77957
27275,51869,66473
27276,85,106373
27277,11,0
27283,8,0
27299,2701,114186
27301,32,144
27306,3092,113914
27308,108826,75081
27315,4172,112487
27328,18797,96580
27330,7870,101470
27341,11812,95392
27349,26037,69785
27367,27358,83452
27371,26219,70540
27374,59291,58720
27375,15720,82979
27384,18425,79482
27386,18694,78813
27388,20227,78078
27390,20940,75195
27391,20694,73825
27393,20657,71982
27395,20946,65831
27396,42396,64140
27401,22329,63371
27415,10,71
27439,29935,52943
27441,30730,52002
27459,54583,36897
27462,34972,43253
27466,35352,43458
27470,36789,41468
27471,37036,41221
27477,37776,39727
27482,39486,35923
27488,39939,34798
27514,45862,22039
27518,45569,17400
27519,44841,18768
27521,90773,15400
27523,44391,18996
27531,3,16
27537,45298,10136
27540,44384,11601
27542,47251,13568
27549,45049,11170
27552,0,2
27556,44638,8729
27559,44049,7830
27565,40045,5892
27578,0,2
27579,38,7
27704,2,0
27723,177,6
27736,0,39
27754,15,6
27760,28,29
27791,3,8
27804,3,4
27814,26,0
27835,38,146
27837,13,0
27838,2,0
27841,748,390
27842,14,141
27846,1,0
27848,79,250
27857,108,45
27863,1,0
27865,50,9
27874,3,26
27876,22,112
27877,16,6
27894,213699,16928
27896,101,7
27900,17,74
27901,4,14
27913,115,15
27920,1,9
27927,3,2
27936,5,0
27941,172,3061
27951,32,0
27952,0,1
27954,0,28
27966,0,57
27998,30,0
28014,33,25
28046,0,2
28047,1,1
28064,0,1
28073,0,365
28093,418,13
28106,53,0
28132,43,66
28153,14,145
28163,0,733
28180,168,316
28208,2,279
28222,17,38
28226,0,113
28228,3,0
28243,20,0
28245,15,332
28284,2,0
28291,27,0
28294,1,0
28299,16,1
28306,160,141
28324,1,0
28343,4,1
28350,27,18
28367,0,16
28370,11,0
28371,23,222
28380,9,9
28417,0,8
28427,0,1
28431,3,2
28445,7,0
28446,34,0
28460,3,51
28462,0,5
28471,28,185
28475,2,1
28476,112,2
28478,1,0
28493,0,70
28516,59,205
28540,0,1
28562,4,141
28563,0,6
28609,3,0
28611,8,11
28613,1,89
28625,13,12
28640,0,4
28651,35,24
28655,1,0
28661,30,77
28674,5,101
28735,5,3
28750,2,7
28757,744,37
28768,3,0
28783,4,0
28787,9,6
28803,3,60
28811,9,0
28817,6,1
28833,3,5
28864,14,0
28870,14,0
28873,16,173
28888,2,2
28901,34,69
28916,3,1
28918,2,3
28931,1325,0
28933,16,0
28950,7,2
28952,0,1
28953,8,0
28972,4,1
29009,3,29
29026,3,0
29035,2,73
29046,1,11
29053,5,0
29063,5,17
29067,484,1
29070,100,2
29090,2,0
29093,27,813
29104,1,0
29108,22199,5200
29122,0,9
29144,2,0
29150,0,12
29164,1,0
29175,14083,0
29196,35,0
29250,3,0
29263,131,416
29268,4,34
29282,0,38
29287,2,62
29289,0,5
29291,32,0
29327,2,36
29335,4,12
29347,11,0
29358,1,62
29362,19,3
29367,7,0
29386,1,1
29388,36,9
29402,2,0
29414,5,0
29417,3,4
29431,200,1
29470,35,1
29479,4,1073
29492,989,240977
29519,17,5
29524,0,36
29534,1,0
29549,13,2
29558,2,15
29585,2,87
29607,1,16
29622,22,17
29631,3,0
29632,3,1
29636,4479,623
29661,129,306
29665,64,110
29670,3,3
29672,19,160
29674,3,91
29696,52,0
29702,21,0
29705,0,3
29713,3,0
29728,5,81
29731,357,199
29741,10,1
29742,1,5
29749,22,135
29754,202,15
29757,30,8
29767,63523,608
29774,7,7
29781,908,20
29787,24,62
29794,99,57
29824,48,22
29829,1,15
29841,14,98
29872,178,16
29875,18,1
29887,2,0
29891,0,15
29898,1,0
29909,0,1
29914,2,0
29925,11,0
29967,2,13
29986,11,0
29988,9,98
30020,0,1
30027,1,0
30028,0,1
30035,4,5
30040,6,0
30043,2225,15
30047,4144,4
30049,5,14
30075,59,33
30080,0,3
30082,0,10
30094,1,5
30097,2,15
30114,3,0
30117,0,3
30124,1,0
30146,1,0
30163,7,0
30168,31,61
30175,27,19
30178,182,0
30181,5,0
30184,0,7
30194,1,14
30196,4,2
30197,2,0
30211,0,1
30212,0,141
30218,0,35
30228,2,0
30254,0,3
30255,15,30
30259,2,39
30262,9,1892
30283,17,902
30286,16,1
30289,10,971
30293,6,830
30304,2,217
30310,246,16
30338,48,1
30340,0,82
30341,71,0
30343,22,405
30354,17,1385
30362,0,8
30377,9,5
30395,1,0
30454,0,9
30455,1,0
30459,102,1533
30479,1,2
30493,35,27
30518,1,1
30519,0,1
30529,2,0
30530,0,7
30541,0,3
30544,0,4
30546,24,50
30561,43,5
30563,0,5
30573,0,1
30576,15,39
30584,12,51
30590,1,695
30599,3,0
30609,1,0
30610,2197,0
30622,0,14
30626,758,4
30635,6,1
30655,1,1
30657,11,306
30660,8,20
30679,62,230
30684,12921,4
30687,6,0
30703,0,8
30706,0,6
30708,0,1
30713,43,0
30727,4,6
30729,0,2
30731,5,2
30735,4,0
30749,2,3
30751,0,24
30754,0,1
30759,1,15
30762,1,7
30769,0,31
30794,3,10
30798,0,3
30799,6,7
30821,855,9
30834,1,2
30865,44,29
30889,3,2
30896,0,7
30981,1,85
30994,185,111
30998,0,1
31002,45,607
31008,59,26
31023,23,103
31024,551,1347
31037,1,0
31038,3,0
31048,0,3
31053,1,51
31056,2,21
31070,1,0
31077,1,63
31078,0,7
31083,0,12
31095,0,4
31114,1,3
31127,0,9
31133,1,1
31136,8,48
31139,6,3
31148,41,6
31171,1,0
31186,62,7
31200,1479,28
31202,116,492
31205,0,2
31207,0,2
31219,0,37
31222,2,2
31235,8,507
31243,2,27
31269,29,5
31278,6,79
31317,4,13
31322,6,442
31343,18,21
31351,2,0
31392,6,8
31399,8,0
31400,29,1
31401,237,6
31404,1,0
31434,502,1266
31435,270,2
31446,169,38
31455,247,1
31457,0,3
31474,138,201
31475,7,3
31481,125,0
31504,42,1115
31509,0,1
31525,0,4
31533,304,583
31538,26,4
31552,0,23
31558,72,520
31566,3,0
31578,8,0
31591,0,5
31617,5,4
31640,0,3
31644,652,2729
31645,54,3
31662,1982,3
31663,2,0
31664,1,0
31676,2,0
31679,0,8
31698,34,26
31710,0,1
31747,0,1
31751,3154,2507
31752,232,23
31755,0,2
31758,4,0
31762,59,28
31791,0,16173
31796,2,11
31859,11,92
31874,2,0
31942,0,13
31944,0,6
31957,6,0
31981,0,7
32016,4,0
32042,0,1
32078,0,7
32088,74,0
32091,41,0
32092,19,0
32141,17,133
32167,35,0
32206,3,2
32216,188,48
32218,18,11
32219,0,1
32241,2,2
32273,740,90
32274,0,37
32280,2,1269
32285,1,3
32302,40,18
32315,3,860
32328,27,40
32347,18,52
32395,14,74
32396,8,96
32417,142,35
32421,79,116
32435,12,29
32460,284,13
32495,2,0
32506,140,188
32521,61,5
32530,25,32
32533,291,13
32540,234,1
32544,1,0
32568,6,4
32579,70,0
32604,0,7
32606,4,1
32620,16,43
32623,9,444
32626,2,0
32662,0,1
32665,0,5
32683,0,11
32703,6,0
32709,25,17
32716,3,1
32742,9,21
32749,36,3
32773,1,8
32798,8,0
32817,8,0
32825,103,3
32844,11,8
32846,7,0
32852,9,4
32856,15,53
32861,18,46
32870,515868,2173
32919,2,0
32947,1,0
32948,2,0
32950,0,1
32964,35,18
32972,0,14
32978,13,0
32990,4,46
32994,64,2
33009,0,1
33010,1,9
33012,2,0
33019,15,37
33053,11,0
33056,5,9
33059,235,24
33083,604,49
33100,1,0
33102,2,0
33105,1,2
33120,2,639
33155,480,167
33183,1,0
33195,1,0
33222,52,0
33224,110,49
33231,10,48
33240,5,0
33246,1,10
33254,4,0
33261,28,58
33277,18,36
33304,179,2
33314,2,4
33319,0,12
33325,0,6
33361,4,5
33391,2,0
33434,0,6
33438,4,13
33514,4,2
33545,34,1079
33556,0,1
33570,1,122
33584,1,5
33598,50,12
33604,6,1
33620,2,2
33638,6,17
33646,1,0
33650,61,48
33658,4,8
33659,9,12
33669,83,2
33710,7,2
33721,0,8
33745,11,18
33754,1,2
33761,1,0
33786,1,0
33796,2,0
33797,1,261
33806,87,51
33836,4,0
33839,7,0
33870,10,7
33889,0,52
33899,0,4
33903,372,34
33943,8,0
33977,8,505
33978,390,28
33987,0,1
34006,0,51
34018,0,3
34030,4,2
34031,0,6
34034,11,0
34042,0,44
34062,0,1
34086,0,9
34094,0,6
34110,14,18
34111,11,8
34115,56,0
34123,7,0
34130,0,30
34158,130,1004
34181,211,281
34191,0,5
34305,10,48
34362,0,2
34381,0,99
34412,0,30
34415,1,0
34429,1,62
34431,17,0
34432,0,1
34452,0,3
34464,1181,886
34467,3,0
34470,0,5
34484,31,0
34496,67,3
34555,100,70
34566,18,535
34595,2,5
34596,0,5
34615,333,36
34629,1,2
34631,0,3
34634,0,2
34644,0,9
34660,189,103
34666,0,3
34681,395,327
34696,2,109
34705,2,2
34707,0,14
34748,8,0
34773,0,15
34781,5,0
34784,12,0
34803,16,195
34838,0,1
34864,0,1
34866,323,1
34905,2,0
34909,34,197
34939,90,23
34945,154,161
34952,0,5
34962,8,5
34968,3,0
34992,6,1
35002,1,18
35017,0,17
35030,5,14
35069,66,0
35080,0,1
35100,0,1
35112,0,1
35122,2,418
35126,3,226
35161,5,0
35177,1,0
35181,11,0
35186,0,122
35200,13,1
35204,2873,60
35218,89,19
35219,0,1
35220,2,5
35223,0,55
35245,15,5
35254,4,36
35295,2441,22
35331,5,5
35357,24,1343
35374,0,13
35391,2,0
35410,0,3
35419,5,14
35420,2,1
35434,0,5
35435,5,8
35465,8,0
35473,2,9
35481,5,0
35501,22,0
35515,13,4
35539,11,0
35542,746,7
35551,0,12
35560,55,0
35571,4623,104
35574,6,324
35586,1,12
35594,47,31
35596,1,0
35609,18,70
35630,0,3
35641,4,0
35656,0,7
35665,2,4
35673,22,0
35698,16,0
35747,3,0
35756,0,2
35764,1,0
35790,0,3
35799,239,0
35844,16,79
35883,0,1
35898,10,0
35919,3,0
35925,5,0
35932,2057,991
35939,135681,26086
35941,20149,1433
35952,0,830
35997,317608,1911
36004,0,204
36009,12370,23564
36017,2,0
36046,4071,26837
36047,507,241446
36056,993,0
36060,16955,169
36070,7646,185521
36081,1,0
36094,325,1498
36099,0,1
36107,5603,198047
36121,7499,1360
36123,24979,4776
36136,0,60
36158,25143,78569
36168,20,327
36180,11401,73159
36195,3716,147957
36230,64,0
36235,24,0
36242,1,1
36245,101,0
36278,40649,459
36285,40,0
36293,1,0
36304,3073,1138
36311,4,299
36316,11908,70488
36324,8408,2984
36333,40,2
36339,29,64
36345,172,57
36370,9358,10269
36377,6082,41493
36379,3107,7848
36384,9108,36004
36396,13,55
36400,3532,10087
36403,5286,2713
36412,4625,867
36428,20,1347
36445,6264,0
36461,1819,42
36463,0,34
36465,0,52
36468,7,0
36471,1,0
36472,0,7
36480,96,0
36496,18,2
36499,204,32
36512,26,2
36528,5,0
36538,0,2
36545,0,1
36597,62,102
36608,8,56
36609,13,6
36610,18,262
36612,4,1
36655,5,9
36657,14,2
36660,86,5
36664,30,10
36666,2,0
36675,68,0
36681,6,52
36729,47,0
36742,0,1
36755,2,38
36765,123,59
36781,2,5
36783,13,8
36819,18,184
36837,24,64
36839,4,0
36855,0,23
36869,31,168
36929,1028,12
36931,1,33
36947,18,0
36968,2,8
36972,143,1
36995,1,1
36999,2,0
37002,1,11
37029,5,5
37040,0,58
37042,0,22
37045,8,43
37063,1,8
37072,0,2
37075,5,3
37076,18,8
37080,61,14
37089,2,21
37115,0,1
37143,5,4
37148,1,3
37175,2,0
37178,0,5
37233,0,3
37248,1,0
37254,15,0
37273,17,9
37280,0,4
37282,6,0
37336,5,8
37340,1,0
37345,0,15
37356,4,0
37359,2778,238
37360,16,3
37364,20,40
37369,101,0
37386,69,2
37390,29,0
37403,212,9
37416,9,0
37417,0,2
37464,0,60
37471,1,1
37479,6,43
37505,2,0
37579,1,0
37609,1,0
37653,0,82
37660,0,3
37706,2,0
37715,0,16
37726,17,17
37731,1,0
37735,0,16
37736,0,17
37738,2,6
37759,0,1
37773,15,0
37816,0,3
37834,1,0
37857,0,3
37858,1,2
37866,18,11
37867,1,6
37878,284,558
37881,0,1
37888,1,1
37889,0,8
37892,0,2
37930,0,1
37943,0,2
37957,161,241
37961,36,81
37969,0,2
37980,5,0
37993,15,162
37996,1,7
38003,102,14
38005,14,277
38007,36,0
38011,151,48
38017,9,0
38024,0,4
38034,12,240
38037,84,0
38047,1,8
38063,23,132
38107,0,900
38108,325,187
38115,1,8
38118,6,5
38122,0,3
38133,91,61
38168,0,46
38177,0,1
38182,0,5
38183,0,1
38188,5,14
38204,56,27
38212,0,3
38218,15,1
38222,1,0
38226,0,2
38257,7,108
38279,2,0
38323,96,0
38348,7,3
38357,2,0
38389,97,18
38404,8,90
38407,2,12
38417,548,14
38419,366,117
38432,0,5
38442,7,0
38448,1,1
38476,4,400
38477,0,1
38490,16,137
38504,30,1667
38519,1,0
38542,8,89
38547,324,4
38574,6,2
38606,21,328
38617,12,672
38627,24,10
38629,3,0
38643,27,27
38648,11,0
38653,1,0
38663,0,6
38672,5,8
38675,2,0
38709,6,28
38715,5,94
38731,0,1
38742,1,0
38743,8,1
38745,1,1
38757,1,0
38758,15,47
38773,13,94
38785,20,773
38796,1,1
38830,4,139
38843,352,12
38852,1,2
38857,0,1
38862,0,8
38867,372,140
38872,7,2
38878,23,32
38880,33,0
38888,10,34
38890,20,2
38895,0,2
38921,283,6
38925,6,0
38938,13,6
38967,44,322
38969,111,61
38985,2,13
38987,0,4
39004,4,0
39048,0,8
39067,23,43
39068,3,71
39071,1,423
39073,47,3
39086,1,6
39088,4,24
39089,3,4
39094,0,3
39097,1,0
39106,1,0
39118,28,0
39121,0,1
39124,9,61
39138,305,0
39142,6,66
39145,13,0
39190,3,2
39199,3,3
39210,0,40
39214,104,15
39243,12,0
39248,0,1
39268,15,15
39321,284,2
39329,0,3
39333,0,2
39346,1,0
39357,3,125
39366,0,1
39383,1,0
39386,0,5
39398,2,7
39403,0,4
39417,25,18
39424,17,0
39471,11,410
39483,56,413
39499,1,5
39518,85,327
39527,100,308
39542,326,11
39587,0,2
39604,9,1
39643,153,18
39650,12,0
39662,240,85
39671,0,7
39682,3,1
39690,1,2
39693,0,2
39697,15,5
39705,0,3
39723,1,1
39725,301,16
39733,2,0
39743,8,0
39744,1,0
39756,0,1
39758,6,13
39774,63,2
39776,0,1
39781,0,1
39791,0,11
39792,0,4
39805,0,9
39806,4,85
39839,17,179
39861,27,39
39867,3,0
39871,0,1
39880,1,1
39895,0,2
39906,4,5
39915,0,5
39920,4,0
39933,0,2
39936,1,1
39957,34,0
39963,0,25
39965,0,1
39984,1,23
39996,3,4
40005,1,0
40019,44,1
40023,61,2
40032,0,2
40037,6,0
40050,6,2
40081,7,0
40089,4,7
40095,425,8
40103,18,32
40123,11,23
40142,3,0
40148,0,163
40151,159,383
40152,1,6
40174,0,17
40178,0,1
40211,11,30
40230,4,125
40241,65,1286
40253,1,0
40254,16,1
40268,48,3
40283,0,1
40306,0,2
40315,8,20
40320,2,21
40321,103,11
40326,2159,1
40332,12,14
40335,1,0
40350,1,3
40352,0,1
40375,1,0
40379,0,9
40380,34,0
40470,0,2
40499,0,5
40504,2,1
40538,2,0
40544,0,1
40554,4,5
40558,0,2
40568,32,0
40569,9,0
40571,0,5
40577,6,4
40600,12,1
40613,5,0
40617,0,4
40641,7,18
40665,17,0
40667,4,0
40715,1,95
40724,1,44
40749,6,68
40778,6,4
40793,0,1
40794,5,0
40796,9,0
40799,16,33
40800,11,35
40817,16,83
40827,0,9
40842,11,0
40848,27,12
40852,509,1
40854,56,114
40873,8,305
40880,15,8
40888,2,1
40929,0,3
40934,0,7
40948,1,14
40951,9,0
40953,20,0
41045,0,1
41058,1,0
41069,0,1
41088,1,0
41089,2,16
41098,2,0
41116,0,2
41163,6,21
41172,16,0
41179,5,43
41180,8,1
41182,13,102
41192,260,0
41200,2,0
41202,1,0
41231,3,1
41330,0,9
41342,1,5
41357,3,0
41363,1,0
41374,2,0
41393,58,6
41401,4,0
41407,45,1
41413,2,0
41414,6,15
41453,0,26
41479,8,6
41480,4,0
41503,0,4
41522,29,765
41524,0,8
41540,2,6
41582,1,1
41605,0,1
41612,827,2
41634,1,0
41638,0,74
41661,0,1
41665,1,210
41700,8,7
41729,3,14
41732,6,3
41733,0,1
41735,5,0
41758,3,11
41770,5,0
41804,15,16
41807,7,0
41829,3,0
41840,0,28
41846,4,6
41851,5,0
41854,1,11
41873,0,5
41874,72,22
41911,1,0
41915,504,207
41920,0,1
41925,37,3
41928,2,0
41932,0,8
41933,1,4
41940,0,33
41964,133,0
42014,20,1
42030,0,1
42063,8,1
42075,2,12
42093,18,1
42099,0,2
42109,9,67
42123,5,15
42127,20,0
42153,8,3
42155,0,2
42165,4,48
42171,5,0
42183,0,1
42191,2,0
42194,0,1
42231,116,13
42246,5,36
42274,0,1
42320,1,0
42322,1,0
42332,0,1
42364,1,0
42380,227,22
42387,2,2
42412,10,3
42413,1,0
42424,4,61
42427,41,9
42439,75,4
42469,5,48
42503,15,0
42512,0,1
42517,0,39
42533,16,0
42545,1,0
42554,7,61
42565,4,2
42592,1,3
42605,11,5
42607,0,80
42619,11,8
42625,5,0
42632,0,4
42634,2,6
42659,0,2
42675,0,19
42685,0,1
42708,46,149
42712,5,3
42713,2,0
42725,0,2
42732,1,8
42733,0,17
42736,6,11
42744,1,1
42748,7,0
42767,14,25
42773,191,28
42776,78,0
42789,4,123
42791,8,212
42794,6,2
42820,30,22
42824,1,0
42825,15,21
42873,110,0
42900,2,1
42908,0,1
42917,1,29
42920,1,0
42933,0,2
42935,2,2369
42956,425,2377
42958,930,1393
42959,201,74
42970,5,5
42971,0,1
42972,6,6
42979,0,7
42987,0,1
42992,152,56
43001,1,0
43010,0,9
43044,0,2
43046,1,3
43047,0,1
43050,156,6
43055,1,0
43058,5,0
43059,1,35
43078,1,0
43083,0,13
43084,11,0
43085,4,44
43124,0,1
43156,0,2
43158,1,2
43159,99,0
43160,0,2
43163,214,81
43168,42,644
43205,0,22
43216,0,2
43219,7,0
43241,0,1
43251,1,0
43252,49,0
43292,0,29
43323,2,319
43327,0,10
43343,1,36
43346,0,2
43359,57,351
43361,544,396
43363,239,132
43364,154,440
43374,0,1
43375,0,10
43388,1,0
43424,1,3
43426,6,3
43437,0,10
43438,1,0
43454,393,0
43455,93,8
43460,2,28
43474,13,0
43493,240,404
43498,1,0
43506,14,0
43509,1,0
43533,2,0
43534,0,2
43567,4,45
43580,3,0
43584,11,1
43595,8,0
43645,15,6
43649,93,1441
43667,0,8
43712,21,0
43714,12,37
43723,4,0
43743,1,7
43799,140,38
43802,0,5
43804,7,0
43809,0,5
43825,18,616
43826,1,0
43835,1,0
43850,24,1
43865,1,1
43954,9,4
43972,0,7
43997,2,0
44008,1,2
44009,56351,39001
44021,0,1
44037,91,76
44121,7,2
44250,91,1
44252,802,89
44253,382,0
44257,7,1389
44261,18,914
44263,11,494
44267,52,1078
44290,200,18
44298,39,106
44316,27,77
44323,2,0
44327,2,0
44374,12,8
44411,0,3
44474,15,275
44504,3,2
44512,0,3
44519,7,0
44520,0,1
44521,4,2
44547,4,0
44550,70,251
44557,0,1
44558,8,0
44566,0,19
44617,12,3
44624,11,3
44628,0,1
44635,0,10
44640,1,0
44652,11,0
44656,9,0
44657,7,0
44687,68,0
44688,2,8
44695,1,0
44696,4,19
44705,0,1
44715,10,0
44743,0,6
44756,0,2
44757,1,1
44760,8,90
44778,8,0
44795,5,153
44798,122,0
44821,5,16
44834,13,3
44868,0,2
44878,0,9
44896,0,13
44898,0,8
44902,0,3
44968,190,0
44980,47,4
44983,17,0
44985,63,30
44992,2,0
44996,1,0
45069,4,15
45088,0,12
45095,31,43
45102,5,24
45103,0,101
45174,0,4
45183,9,160
45255,2,5
45261,1,1
45280,0,1
45306,0,1
45333,26,12
45384,0,8
45411,9,0
45423,810,13
45426,591,987
45489,0,2
45507,3,42
45510,0,9
45514,8,282
45551,2,1
45564,33,0
45646,57,33
45652,1,0
45672,3,49
45682,79,88
45684,7,0
45688,261,0
45699,38,881
45706,22,441
45760,28,17
45766,3,0
45772,125,4
45801,10,0
45815,1,10
45833,8,2
45834,498,1287
45852,0,1663
45854,1,0
45859,5,1
45863,5034,5
45875,9,75
45889,1,0
45908,1,131
45960,3,1
45975,13,2
46043,105,0
46045,1,0
46053,0,27
46074,0,27
46111,0,7
46119,0,2
46122,0,2
46133,1,0
46190,0,3
46221,3,0
46250,0,21
46255,2,0
46275,34,12
46276,8,0
46282,2,0
46301,1,0
46308,0,5
46327,207,138
46329,2626,47
46332,19,1
46357,2,0
46368,18,68
46369,128,18
46379,296,0
46406,1,0
46414,187,930
46416,56,37
46421,16,10
46448,1,0
46461,1,0
46465,41,0
46482,1,1
46483,1,0
46488,52,0
46500,0,1
46513,322,6
46519,0,8
46521,1,222
46526,2,3
46539,61,0
46586,86,0
46612,1,0
46629,0,28
46635,67172,429
46642,2,0
46664,88,1
46674,7,397
46694,0,1
46697,32,36
46709,0,2
46718,0,10
46723,18,1
46725,1,0
46726,1,1
46727,36,5
46738,0,3
46813,6,19
46828,19,14
46858,0,1
46866,0,10
46879,0,1
46880,28,0
46883,36,0
46888,1,17
46905,0,153
46908,0,29
46909,1,14
46911,0,3
46913,0,11
46915,3,143
46924,7,140
46925,1,0
46950,50,93
46952,73,0
46958,17,0
46967,38,76
46978,2,0
46979,5,5
46994,12,0
47002,134,11
47003,1,0
47020,2,9
47021,61,10
47024,53,5
47062,0,4
47071,2,1
47083,2,1
47098,0,2
47105,437,27
47106,0,42
47122,14,0
47142,64,0
47164,121,4
47196,0,7
47200,2,0
47206,0,1
47221,49,990
47240,18,0
47242,0,1
47247,1,0
47255,0,2
47292,0,1
47324,7,1
47339,8,0
47363,20,11
47481,2,0
47518,15,15
47548,1,0
47556,2,0
47564,4,0
47626,22,0
47634,1,0
47640,4,2
47650,0,1
47670,0,2
47672,2,0
47676,0,12
47693,0,30
47711,0,2
47716,0,3
47722,0,10
47763,0,1
47785,0,43
47795,0,3
47817,13,3
47853,0,2
47858,98,1
47862,0,1
47866,2,81
47868,11,145
47870,0,2
47887,23,0
47898,0,1
47899,0,1
47901,1,1
47909,0,1
47911,0,2
47938,5,0
47957,12,0
47961,1,0
47977,15,4
48004,0,45
48009,24,0
48036,4,0
48039,1,9
48050,284,85
48078,0,1
48080,1,0
48091,9,623
48106,1,0
48122,0,4
48127,0,11
48131,0,1
48134,0,3
48137,3,0
48170,0,1
48186,1,0
48192,0,1
48198,1,6
48209,3,0
48213,0,1
48270,2,8
48284,0,20
48291,1,0
48300,31,0
48330,0,6
48392,2,15
48469,0,23
48478,5,7
48566,11,3
48568,3,0
48569,1,0
48571,4,5
48585,0,319
48602,85,40
48621,5,0
48633,2,0
48637,11,2
48638,2,0
48678,30,188
48724,1,0
48732,0,1
48772,1,38
48774,1,1
48783,2,6
48795,13,1
48804,4,34
48860,1,0
48868,0,3
48884,0,2
48887,6,0
48899,29,30
48923,0,2
48925,2,1
48945,0,15
48951,12,230
48969,2,0
48980,0,33
48981,2,4
48988,6,10
49006,45,0
49009,0,1
49010,0,2
49014,8,0
49044,15,2
49092,0,4
49101,10,7
49109,16,5
49114,10,8
49115,5,7
49127,250,12
49157,34,2
49175,112,7
49188,0,6
49204,3,72
49226,3,2139
49239,1,0
49327,258,110
49343,1,198
49345,128,328
49346,19,663
49349,349,5
49352,4,8
49393,1,0
49398,459,0
49402,22,147
49404,2,295
49421,3,0
49442,5,0
49485,1,0
49493,0,1
49505,2,0
49524,0,5
49529,2,278
49530,0,2
49559,0,1
49564,71,0
49575,0,11
49585,2,0
49597,0,6
49613,5,0
49615,2,0
49629,1,11
49660,6,6
49669,12,0
49686,12,0
49688,48,0
49690,0,2
49729,102,8
49730,88,5
49731,11,58
49756,0,1
49765,9,62
49769,8,0
49777,14,40
49784,10,14
49797,3,0
49817,122,16
49830,10,0
49839,26,38
49844,22,247
49872,8,0
49873,1,3
49884,2,0
49898,1,0
49951,1,0
49953,0,6
50000,148,10
50002,0,1
50011,2,0
50029,66,1
50036,1,0
50041,0,75
50047,19,2
50068,37,5
50085,0,1
50104,70,2
50191,76,0
50202,17,0
50229,2,0
50241,0,2
50244,3,0
50248,32,25
50278,15,18
50280,13,0
50281,3,1
50296,6,14
50304,1,0
50348,2,1
50376,0,7
50408,3,22
50422,11,17
50426,1,0
50436,1,1
50453,1,35
50487,0,2
50490,0,1
50496,0,2
50535,0,22
50549,0,1
50555,16,0
